SHA256,Category,accelerometer,accelerometer_uncalibrated,ambient_temperature,device_private_base,game_rotation_vector,geomagnetic_rotation_vector,gravity,gyroscope,gyroscope_uncalibrated,heart_beat,heart_rate,hinge_angle,light,linear_acceleration,low_latency_offbody_detect,magnetic_field,magnetic_field_uncalibrated,motion_detect,orientation,pose_6dof,pressure,proximity,relative_humidity,rotation_vector,significant_motion,stationary_detect,step_counter,step_detector,temperature,author
D4E5A754FA58FB7A70F853BA442774E6E790DE030047C20890A64AF32968015C,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35:FE:00:D7:18:0E:77:BB:AB:3B:D8:96:18:2B:55:FF:76:EE:BD:49
9F0413F8FCB69BDC360FB6FD09CC780A8A903474600C72D57A4B37FDAE4DE147,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55:7F:25:B0:5C:F1:3F:1F:A2:C7:88:4A:D2:46:6E:03:63:5E:F6:AF
74C65212827BBEEED5DAFF36D21CA8C37626BA239E8DF6DB7C2F61B70B77611A,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F3:D1:64:39:BB:16:79:76:BE:FA:C5:00:B1:6E:AE:51:6A:2C:CE:23
44B48A086042F3D1D593318060E76AAAF83130D2D0E94930DB24134252EF0B60,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95:65:3B:2B:D6:77:22:B6:EF:40:21:CB:81:2F:F2:B4:DC:5D:CF:03
9DD8F2B344964ABB0C74858B47962A3A9D65574173853E3A75B7E08AEEA78285,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D8:33:14:9B:A7:0A:4E:5A:3F:75:89:25:2B:58:E5:FC:0B:F0:D5:39
8E8A832E7B5C2217FFD2DA1C9FDBA5B4371BEA7FDCB12E01457F676822133896,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:50:05:14:9B:E3:74:A6:38:B3:F9:69:AC:39:37:6B:C2:1A:69:00
1A0C03C0A41B125780CE9D311DF0A2D7A710787D50B4082DC11F37C1F843F73A,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D8:33:14:9B:A7:0A:4E:5A:3F:75:89:25:2B:58:E5:FC:0B:F0:D5:39
D61CC37E18D2337DAE4B2DBDAAB6CE7CDC6DA3D28A9884A83B326D189C3FBECC,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F3:D1:64:39:BB:16:79:76:BE:FA:C5:00:B1:6E:AE:51:6A:2C:CE:23
A541BF66A7BBBC4B9F5CA090ADEA59B08F30F42669D38BB8A9121938156342ED,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95:65:3B:2B:D6:77:22:B6:EF:40:21:CB:81:2F:F2:B4:DC:5D:CF:03
44FE9783680FEAEA75AF29F1D68CC65CEB946C289B22C4D250D760EFD325F517,Repackaged,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28:EA:C3:21:D5:48:B4:24:7D:9C:84:81:0C:06:56:EC:94:26:71:6B
22B5364B6B959D407FAF29CE607C12DF3C15C952012C2E61DD58ED8B98B0F46E,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EC:50:08:21:A4:26:D5:E2:11:B4:E6:E9:0F:B8:B0:22:48:F2:1F:D0
9DB2AED75DE728080A6EF87733062995FB22B0A006E5F27D573AABA0EC4A977C,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C:69:9C:8D:1F:71:57:36:69:94:AC:DA:54:95:05:1F:2C:58:D7:AB
43AB52165B914C78A6FC62E3969DDC8491727788868DBA6178907D195CDCF661,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69:95:12:C8:B4:9E:7A:01:A6:22:BD:25:05:44:E0:9A:80:A4:2D:55
AC062096FCD1D3CC7E624BE36510130E84981C153F7FC082FBC97A9D6A218566,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84:B2:10:86:B1:AA:72:C4:B9:58:31:18:C5:9E:4F:40:98:69:F8:98
78A13D14356FBAE944D74F72725AAF1694FF3C449A51C2B79ABE0CE1EE205B5E,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65:F2:B1:FC:86:C4:6A:7B:E2:EB:B2:F1:BB:3C:39:8C:00:21:89:A9
777149D8CBCFDED0550232F9A549A907DBDAB93FA2ED44CFD25ED4B7C3926BFF,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84:B2:10:86:B1:AA:72:C4:B9:58:31:18:C5:9E:4F:40:98:69:F8:98
63A3F54BD71D2520A86A1EC90FF872794A9AF1B1CACE7E8CE4B32F0C24A5744B,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D1:46:B4:18:8F:31:D8:C7:B4:49:BE:DD:F5:9B:A9:40:82:2F:C4:91
0BE6D32C63471F1221ED8FAE496FD94C976BE5965C34E97174B9C88499210FF7,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D8:33:14:9B:A7:0A:4E:5A:3F:75:89:25:2B:58:E5:FC:0B:F0:D5:39
ADB6E643B8AE22A185981B8FCA5EFF69214303B3DA96103E3E98541401842A04,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C:69:9C:8D:1F:71:57:36:69:94:AC:DA:54:95:05:1F:2C:58:D7:AB
72159A276F155701E0495DBCE8355E40D808E6E690586D069E7EFB41C5DFE4C5,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5B:FC:55:F3:89:F4:B5:42:73:41:E4:32:0A:50:17:11:14:0A:E4:44
8B79520B9554D39559ED2A6FC30636CC05FA3B71FD1925E55FE5D058732D3B8E,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10:DA:38:D3:B0:EF:D0:73:23:35:F3:B1:34:1C:43:27:FF:20:B3:04
14ADB0F4CB94005E8FA7862545FCC54CF5AF65937B945FB62D552D1021EFE79A,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:EA:C3:21:D5:48:B4:24:7D:9C:84:81:0C:06:56:EC:94:26:71:6B
B8C6981C7975CD10EBBD86D0C980093FB8BFE2E2B60DA0729E9C61E31FEE576B,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5B:FC:55:F3:89:F4:B5:42:73:41:E4:32:0A:50:17:11:14:0A:E4:44
330D6E025B6098BD5915F186614F2E5F6592B42442930B1474EDB453DE5ED7F9,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89:52:DD:69:31:C9:8A:90:88:75:A8:90:C3:57:EB:D9:CD:37:3C:86
0EFB206A187A5398AB699956532EF8870A6D4B8A0E1D72DD5B30AAD7AAD659EA,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E6:70:A5:F0:84:11:BF:A9:9D:90:30:3C:A5:3F:4C:9A:DB:BF:37:63
FF765F611F026E47309042BA825A74892ED943433259E526ACB7BDBC8CE372B0,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6C:69:9C:8D:1F:71:57:36:69:94:AC:DA:54:95:05:1F:2C:58:D7:AB
95D3E3F10D499A95BC6399DC2BCA90161C16ACD425E96E658FF1B538C2BAA792,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5B:FC:55:F3:89:F4:B5:42:73:41:E4:32:0A:50:17:11:14:0A:E4:44
4CA4C61E193F5D15B2089CB1112B6F8E0FBBF1707EA690EB0BB6B0A8DE47A30B,Repackaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E6:70:A5:F0:84:11:BF:A9:9D:90:30:3C:A5:3F:4C:9A:DB:BF:37:63
